rang_societe;identifiant_societe;denomination;domaines;categories;nb_etablissements;nb_villes;villes;departements;adresses;meilleure_priorite;score_max;score_moyen
91743;100978568;ELISABETH PAJOR (JAVON);PRIVE;PRIV_BUREAU;1;1;FOSSES;95;13 RUE DU BEAU REGARD 95470 FOSSES;FROIDE;27;27.0
91744;101019107;LYMVNTL DISTRIB (CARREFOUR CITY);PRIVE;PRIV_COMMERCE;1;1;PLAISIR;78;127 RUE MANSART 78370 PLAISIR;FROIDE;27;27.0
91745;101069573;DISTRI-ALINE (CARREFOUR CITY);PRIVE;PRIV_COMMERCE;1;1;TREMBLAY-EN-FRANCE;93;AEROPORT CHARLES DE GAULLE 93290 TREMBLAY-EN-FRANCE;FROIDE;27;27.0
91746;101072809;TAYLOR NGOMA;PRIVE;PRIV_BUREAU;1;1;COMBS-LA-VILLE;77;4 AVENUE DE QUINCY 77380 COMBS-LA-VILLE;FROIDE;27;27.0
91747;101123966;SARAH LEROUX;PRIVE;PRIV_BUREAU;1;1;DRAVEIL;91;DRAVEIL 17 B RUE DU CHEMIN VERT 91210 DRAVEIL;FROIDE;27;27.0
91748;101134146;T'ADMIN;PRIVE;PRIV_BUREAU;1;1;VERNOUILLET;78;6 B RUE DU LOUVRE 78540 VERNOUILLET;FROIDE;27;27.0
91749;101193472;MATHIAS VOLTINE;PRIVE;PRIV_BUREAU;1;1;VIGNEUX-SUR-SEINE;91;48 B RUE PIERRE MARIN 91270 VIGNEUX-SUR-SEINE;FROIDE;27;27.0
91750;101215572;JANA CERES (BACIOI) (GESTYPAIE & CONSEIL);PRIVE;PRIV_BUREAU;1;1;MORSANG-SUR-ORGE;91;4 SQUARE DE LA VILLEMONDERIE 91390 MORSANG-SUR-ORGE;FROIDE;27;27.0
91751;101220069;BELINDA KABUKU (KIANGE ADMIN);PRIVE;PRIV_BUREAU;1;1;CERGY;95;5 RUE DES VERSEAUX DE FEU 95800 CERGY;FROIDE;27;27.0
91752;101331833;OPTIGEST 77;PRIVE;PRIV_BUREAU;1;1;LESIGNY;77;10 RUE DES COLVERTS 77150 LESIGNY;FROIDE;27;27.0
91753;101340289;CONSULTIMED (CONSULTIMED) (CM);PRIVE;PRIV_BUREAU;1;1;ERAGNY;95;ZAC DE LA DANNE RUE DE LA FAUVETTE 95610 ERAGNY;FROIDE;27;27.0
91754;101345569;SYLVIE SARUBAN;PRIVE;PRIV_BUREAU;1;1;QUINCY-SOUS-SENART;91;2 RUE DU COLONEL FABIEN 91480 QUINCY-SOUS-SENART;FROIDE;27;27.0
91755;101368983;STARK CONSULTING;PRIVE;PRIV_BUREAU;1;1;NERVILLE-LA-FORET;95;40 RUE ANDRE COMMELIN 95590 NERVILLE-LA-FORET;FROIDE;27;27.0
91756;101412781;FRANCE RENOVATION ENERGITIQUE;PRIVE;PRIV_BUREAU;1;1;EVRY-COURCOURONNES;91;3 PLACE LAFAYETTE 91000 EVRY-COURCOURONNES;FROIDE;27;27.0
91757;101438695;LAURA LEMAIRE;PRIVE;PRIV_BUREAU;1;1;LE PLESSIS-TREVISE;94;15 AVENUE MAURICE PONROY 94420 LE PLESSIS-TREVISE;FROIDE;27;27.0
91758;101445211;MYLENE HENRI (LEGUAY);PRIVE;PRIV_BUREAU;1;1;BAILLET-EN-FRANCE;95;9 RUE DE LA BORNE BLANCHE 95560 BAILLET-EN-FRANCE;FROIDE;27;27.0
91759;101500809;CINTHYA DA PIEDADE (SECRETAIRE OFFICI'ELLE);PRIVE;PRIV_BUREAU;1;1;VILLERON;95;17 RUE DU JARDIN CARRE 95380 VILLERON;FROIDE;27;27.0
91760;101502599;OBITO;PRIVE;PRIV_BUREAU;1;1;MERY-SUR-OISE;95;3 RUE CYRANO DE BERGERAC 95540 MERY-SUR-OISE;FROIDE;27;27.0
91761;101538213;ATF GROUPE;PRIVE;PRIV_BUREAU;1;1;TREMBLAY-EN-FRANCE;93;14 RUE DE LA BELLE BORNE 93290 TREMBLAY-EN-FRANCE;FROIDE;27;27.0
91762;101561405;TATIANA CHOLIN (LE CERF) (ANVIGUI SERVICES);PRIVE;PRIV_BUREAU;1;1;NEUVILLE-SUR-OISE;95;28 ALLEE DU SAUT DU LOUP 95000 NEUVILLE-SUR-OISE;FROIDE;27;27.0
91763;101606002;YANISSE CONSEIL;PRIVE;PRIV_BUREAU;1;1;EVRY-COURCOURONNES;91;35 ALLEE DU ROI ARTHUR 91000 EVRY-COURCOURONNES;FROIDE;27;27.0
91764;101678621;ALLO SO;PRIVE;PRIV_BUREAU;1;1;VEMARS;95;26 RUE LEON BOUCHARD 95470 VEMARS;FROIDE;27;27.0
91765;101723781;JCG CONSEILS;PRIVE;PRIV_BUREAU;1;1;VAIRES-SUR-MARNE;77;31 ALLEE DES BOCAGES 77360 VAIRES-SUR-MARNE;FROIDE;27;27.0
91766;101764876;BENJAMIN EVRARD;PRIVE;PRIV_BUREAU;1;1;MAUREPAS;78;14 ALLEE DU BOURBONNAIS 78310 MAUREPAS;FROIDE;27;27.0
91767;101811396;AUDREY GARCIA (AG SOLUTION ADMIN);PRIVE;PRIV_BUREAU;1;1;LES CLAYES-SOUS-BOIS;78;7 RUE ALBERT CAMUS 78340 LES CLAYES-SOUS-BOIS;FROIDE;27;27.0
91768;101846301;HAWA MANGANE (MH GESTION ET CONSEIL);PRIVE;PRIV_BUREAU;1;1;CERGY;95;14 RUE DES MARJOBERTS 95000 CERGY;FROIDE;27;27.0
91769;101877991;PAIEEXPERT CONSEILS;PRIVE;PRIV_BUREAU;1;1;MERY-SUR-OISE;95;3 RUE PASTEUR 95540 MERY-SUR-OISE;FROIDE;27;27.0
91770;102081072;ZEINEB EL GABTENI (BELHADJ AYED) (GLOBAL SECRETARIAT);PRIVE;PRIV_BUREAU;1;1;VILLEMOISSON-SUR-ORGE;91;13 AVENUE DES MARGUERITES 91360 VILLEMOISSON-SUR-ORGE;FROIDE;27;27.0
91771;102253788;NANA DAGNOGO (DAGNOGO);PRIVE;PRIV_BUREAU;1;1;GOUSSAINVILLE;95;24 ALLEE DU JEU DE PAUME 24 ALLEE DU JEU DE PAUME 95190 GOUSSAINVILLE;FROIDE;27;27.0
91772;102271608;NATHAN MAMENGUI TUMBA (GLAMBEAUTYBYNATH);PRIVE;PRIV_BUREAU;1;1;CERGY;95;5 PASSAGE LUCILE 95800 CERGY;FROIDE;27;27.0
91773;102288263;SOUMAYA BEKKALI;PRIVE;PRIV_BUREAU;1;1;MERY-SUR-OISE;95;7 RUE DES NATIONS 95540 MERY-SUR-OISE;FROIDE;27;27.0
91774;102335437;LOPIAX;PRIVE;PRIV_BUREAU;1;1;PONTOISE;95;18 RUE VICTOR HUGO 95300 PONTOISE;FROIDE;27;27.0
91775;102359817;GESTION GLASS;PRIVE;PRIV_BUREAU;1;1;OSNY;95;9 CHAUSSEE JULES CESAR 95520 OSNY;FROIDE;27;27.0
91776;102497989;POISSY DISTRIBUTION;PRIVE;PRIV_COMMERCE;1;1;POISSY;78;107 AVENUE BLANCHE DE CASTILLE 78300 POISSY;FROIDE;27;27.0
91777;102548146;ESTELLE POUILLARD (ESTELLE SECRETARIAT);PRIVE;PRIV_BUREAU;1;1;PONTAULT-COMBAULT;77;47 AVENUE CHARLES ROUXEL 77340 PONTAULT-COMBAULT;FROIDE;27;27.0
91778;102573177;SE2FI;PRIVE;PRIV_COMMERCE;1;1;ELANCOURT;78;CENTRE COMMERCIAL DES 7 MARES RUE DU CHEMIN AUX BOEUFS 78990 ELANCOURT;FROIDE;27;27.0
91779;102704806;CBUR;PRIVE;PRIV_BUREAU;1;1;PONTAULT-COMBAULT;77;CENTRE COMMERCIAL LES QUATRES CHENES 31 RUE DE PARIS 77340 PONTAULT-COMBAULT;FROIDE;27;27.0
91780;102896347;SONIA FURTADO SANCHES (SANCHES CONSEIL);PRIVE;PRIV_BUREAU;1;1;JUVISY-SUR-ORGE;91;11 RUE ALBERT SARRAUT 91260 JUVISY-SUR-ORGE;FROIDE;27;27.0
91781;102947652;EMMELYNE LAURET;PRIVE;PRIV_BUREAU;1;1;LOUVRES;95;6 B RUE VITELLE 95380 LOUVRES;FROIDE;27;27.0
91782;102964202;PLUME ET GESTION (PG);PRIVE;PRIV_BUREAU;1;1;LESIGNY;77;39 AVENUE PAUL VERLAINE 77150 LESIGNY;FROIDE;27;27.0
91783;102971140;A2H GESTION (A2H GESTION);PRIVE;PRIV_BUREAU;1;1;TREMBLAY-EN-FRANCE;93;28 AVENUE DE LA POSTE 93290 TREMBLAY-EN-FRANCE;FROIDE;27;27.0
91784;103109948;JOELLE CARON (CHOBLET);PRIVE;PRIV_BUREAU;1;1;PONTOISE;95;4 PLACE SAINT LOUIS 95300 PONTOISE;FROIDE;27;27.0
91785;103141420;MAGALI MARGUERITTE (MARGUERITTE);PRIVE;PRIV_BUREAU;1;1;BOISSY-SAINT-LEGER;94;8 RUE DES ORMES 94470 BOISSY-SAINT-LEGER;FROIDE;27;27.0
91786;103156840;HOLDING YAPO;PRIVE;PRIV_BUREAU;1;1;OSNY;95;43 RUE ROBINET 95520 OSNY;FROIDE;27;27.0
91787;103243903;YASMINE AHAMED SOILIHI (YSA JURIS);PRIVE;PRIV_BUREAU;1;1;CERGY;95;29 B RUE DU CHEMIN DE FER 95800 CERGY;FROIDE;27;27.0
91788;103354049;SIDY FALL (FALL);PRIVE;PRIV_BUREAU;1;1;GUYANCOURT;78;2 MAIL DES GARENNES 78280 GUYANCOURT;FROIDE;27;27.0
91789;103482923;NG INVEST;PRIVE;PRIV_BUREAU;1;1;MAREIL-EN-FRANCE;95;9 RUE DU SAULE BAUDIN 95850 MAREIL-EN-FRANCE;FROIDE;27;27.0
91790;103500492;KYD CAPITAL;PRIVE;PRIV_BUREAU;1;1;MONTIGNY-LE-BRETONNEUX;78;ETAGE O 2 RUE GEORGES BUFFON 78180 MONTIGNY-LE-BRETONNEUX;FROIDE;27;27.0
91791;103584132;FRANCIS KACOU (KFM-SERVICES);PRIVE;PRIV_BUREAU;1;1;VIRY-CHATILLON;91;2 ALLEE GEORGE SAND 91170 VIRY-CHATILLON;FROIDE;27;27.0
91792;103639415;AISSA EL AMRANI (OBS);PRIVE;PRIV_BUREAU;1;1;ELANCOURT;78;1 RUE MARIE OLYMPE AUBRY 78990 ELANCOURT;FROIDE;27;27.0
91793;103658282;ASKA 2 (COCCINELLE SUPERMARCHE);PRIVE;PRIV_COMMERCE;1;1;PONTOISE;95;17 RUE DES POUSSE CAILLOUX 95300 PONTOISE;FROIDE;27;27.0
91794;103665667;ARCYWOOD;PRIVE;PRIV_BUREAU;1;1;BOIS-D'ARCY;78;5 RUE LA PEROUSE 78390 BOIS-D'ARCY;FROIDE;27;27.0
91795;103765426;SAS CMJ;PRIVE;PRIV_BUREAU;1;1;LE PLESSIS-TREVISE;94;62 AVENUE MARBEAU 94420 LE PLESSIS-TREVISE;FROIDE;27;27.0
91796;103805552;THEO ANDOLFI;PRIVE;PRIV_BUREAU;1;1;THORIGNY-SUR-MARNE;77;4 COUR DES MOUTONS 77400 THORIGNY-SUR-MARNE;FROIDE;27;27.0
91797;103836359;RODA;PRIVE;PRIV_BUREAU;1;1;RIS-ORANGIS;91;85 B ROUTE DE GRIGNY 91130 RIS-ORANGIS;FROIDE;27;27.0
91798;103953451;WENEPA-DA;PRIVE;PRIV_BUREAU;1;1;ROISSY-EN-BRIE;77;LOT 56 2 ALLEE PIERRE BRASSEUR 77680 ROISSY-EN-BRIE;FROIDE;27;27.0
91799;103958450;KWJ;PRIVE;PRIV_BUREAU;1;1;POISSY;78;10 BOULEVARD VICTOR HUGO 78300 POISSY;FROIDE;27;27.0
91800;104036439;AUTOMOTIVE D&C;PRIVE;PRIV_BUREAU;1;1;ECQUEVILLY;78;34 RUE DES SABLONS 78920 ECQUEVILLY;FROIDE;27;27.0
91801;104086616;PANTHEON REIM;PRIVE;PRIV_BUREAU;1;1;PLAISIR;78;10 RUE DARIUS MILHAUD 78370 PLAISIR;FROIDE;27;27.0
91802;104142104;IONELA HOLBAN;PRIVE;PRIV_BUREAU;1;1;TREMBLAY-EN-FRANCE;93;27 B AVENUE DES CHENES 93290 TREMBLAY-EN-FRANCE;FROIDE;27;27.0
91803;104146998;HARRY SARL;PRIVE;PRIV_COMMERCE;1;1;LES CLAYES-SOUS-BOIS;78;29 CHEMIN DES VIGNES 78340 LES CLAYES-SOUS-BOIS;FROIDE;27;27.0
91804;104326186;MAMADOU LAMINE BAH (MAMADOU EXPRESS);PRIVE;PRIV_BUREAU;1;1;VIRY-CHATILLON;91;HOTEL DU PAVILLON 7 AVENUE DU PAVILLON 91170 VIRY-CHATILLON;FROIDE;27;27.0
91805;104342118;ANNA'S DIAMOND;PRIVE;PRIV_BUREAU;1;1;EVRY-COURCOURONNES;91;20 ALLEE DES COQUETIERES 91080 EVRY-COURCOURONNES;FROIDE;27;27.0
91806;104343132;DB GLOBAL SERVICES;PRIVE;PRIV_BUREAU;1;1;SAVIGNY-SUR-ORGE;91;144 BOULEVARD ARISTIDE BRIAND 91600 SAVIGNY-SUR-ORGE;FROIDE;27;27.0
91807;104392071;ICE CORPORATION;PRIVE;PRIV_BUREAU;1;1;TRAPPES;78;1 B RUE DE PORT-ROYAL 78190 TRAPPES;FROIDE;27;27.0
91808;104404439;CGAS;PRIVE;PRIV_BUREAU;1;1;CHELLES;77;26 ALLEE DU MUGUET 77500 CHELLES;FROIDE;27;27.0
91809;104648332;GLYS;PRIVE;PRIV_BUREAU;1;1;LE PLESSIS-TREVISE;94;240 AVENUE DE LA MARECHALE 94420 LE PLESSIS-TREVISE;FROIDE;27;27.0
91810;104770656;ADRIANA ADRIANA CARVAJAL (CARVAJAL VERA) (ADRIANA CARVAJAL VERA);PRIVE;PRIV_BUREAU;1;1;YERRES;91;BATIMENT LES CHENES 1 AVENUE DU GENERAL LECLERC 91330 YERRES;FROIDE;27;27.0
91811;104863303;PAUSE24 CONCIERGERIE;PRIVE;PRIV_BUREAU;1;1;CHELLES;77;7 ALLEE FLORENCE 77500 CHELLES;FROIDE;27;27.0
91812;104889720;STEPHANIE LARDEMER (CESSA DIGITAL);PRIVE;PRIV_BUREAU;1;1;SAVIGNY-SUR-ORGE;91;24 RUE FAIDHERBE 91600 SAVIGNY-SUR-ORGE;FROIDE;27;27.0
91813;105125652;DENTAL COTE FLEURIE;PRIVE;PRIV_BUREAU;1;1;PONTAULT-COMBAULT;77;43 RUE DES HIRONDELLES 77340 PONTAULT-COMBAULT;FROIDE;27;27.0
91814;105213581;NS SOLUTIONS;PRIVE;PRIV_BUREAU;1;1;QUINCY-SOUS-SENART;91;2 RUE MERE MARIE PIA 91480 QUINCY-SOUS-SENART;FROIDE;27;27.0
91815;105302061;ON GERE POUR TOI;PRIVE;PRIV_BUREAU;1;1;LE MESNIL-SAINT-DENIS;78;13 B RUE DES 3 VILLES 78320 LE MESNIL-SAINT-DENIS;FROIDE;27;27.0
91816;105404248;HSA;PRIVE;PRIV_BUREAU;1;1;LONGPONT-SUR-ORGE;91;47 CHEMIN DE BIRON 91310 LONGPONT-SUR-ORGE;FROIDE;27;27.0
91817;105404347;SANDRINE QUEMERE;PRIVE;PRIV_BUREAU;1;1;POISSY;78;36 RUE DE MIGNEAUX 78300 POISSY;FROIDE;27;27.0
91818;105561070;CAMELIA MOIS;PRIVE;PRIV_BUREAU;1;1;CHELLES;77;4 AVENUE DE LA CHASSE 77500 CHELLES;FROIDE;27;27.0
91819;105684625;FREDERIQUE GIOT (GCB);PRIVE;PRIV_BUREAU;1;1;LAGNY-SUR-MARNE;77;25 RUE JEANNE D'ARC 77400 LAGNY-SUR-MARNE;FROIDE;27;27.0
91820;105955785;BALEON;PRIVE;PRIV_BUREAU;1;1;GOMETZ-LA-VILLE;91;4 ESPACE DES 3 QUARTIERS 91400 GOMETZ-LA-VILLE;FROIDE;27;27.0
91821;106260748;ANA DE SANTANA;PRIVE;PRIV_BUREAU;1;1;MORSANG-SUR-ORGE;91;4 RUE ANDRE MALRAUX 91390 MORSANG-SUR-ORGE;FROIDE;27;27.0
91822;106262710;ZESHAN HAKIM (HAKIM EXPRESS);PRIVE;PRIV_BUREAU;1;1;SAINT-MICHEL-SUR-ORGE;91;CHEZ-CCAS DE SAINT-MICHEL-SUR-ORGE 16 RUE DE LA LIBERTE 91240 SAINT-MICHEL-SUR-ORGE;FROIDE;27;27.0
91823;300094208;AGENCE REGIONALE;PRIVE;IMMO_AGENCE;1;1;LAGNY-SUR-MARNE;77;4 RUE DES MARCHES 77400 LAGNY-SUR-MARNE;FROIDE;27;27.0
91824;301856431;AGENCE DE VILLENNES SUR SEINE;PRIVE;IMMO_AGENCE;1;1;VILLENNES-SUR-SEINE;78;310 AVENUE GEORGES CLEMENCEAU 78670 VILLENNES-SUR-SEINE;FROIDE;27;27.0
91825;302584826;MAURICE VAILLANT;PRIVE;PRIV_RESTAURANT;1;1;ANDRESY;78;BLANY LD ILE DU DEVANT 78570 ANDRESY;FROIDE;27;27.0
91826;315651596;YVELINOISE IMMOBILIERE;PRIVE;IMMO_AGENCE;1;1;MONTIGNY-LE-BRETONNEUX;78;3 PLACE JACQUES COEUR 78180 MONTIGNY-LE-BRETONNEUX;FROIDE;27;27.0
91827;317761294;SARL PRODUITS ETUDES VENTES (PEV);PRIVE;PRIV_BUREAU;1;1;PIERRELAYE;95;35 RUE JEAN-NICOLAS LEVEAU 95480 PIERRELAYE;FROIDE;27;27.0
91828;319461760;CLAUDINE BLAIS (HUE);PRIVE;PRIV_BUREAU;1;1;BROU-SUR-CHANTEREINE;77;16 ALLEE DES BOCAGES 77177 BROU-SUR-CHANTEREINE;FROIDE;27;27.0
91829;321593261;SOCIETE FRANCAISE D'ATTELAGE DE PUBLICITE ET D'ANIMATION (SFAPA) (SFAPA);PRIVE;PRIV_LOISIRS;1;1;LA VILLENEUVE-EN-CHEVRIE;78;37 RUE DE BONNIERES 78270 LA VILLENEUVE-EN-CHEVRIE;FROIDE;27;27.0
91830;323674333;SANDRA CALVANI-RUAUD (CALVANI);PRIVE;PRIV_BUREAU;1;1;PARMAIN;95;2 RUE DE ROME 95620 PARMAIN;FROIDE;27;27.0
91831;324273374;JEAN-PAUL CASANOVA;PRIVE;PRIV_LOISIRS;1;1;SENLIS;60;ECURIES DE JAVA 33 CHE DE SAINT LEONARD 60300 SENLIS;FROIDE;27;27.0
91832;326623014;YVONNE SEBART (GEFFROY);PRIVE;PRIV_BUREAU;1;1;ORGEVAL;78;25 AV FOCH 78630 ORGEVAL;FROIDE;27;27.0
91833;330076860;AGENCE CREATION INNOVAT ENTREP (ACIE);PRIVE;IMMO_AGENCE;1;1;LOUVRES;95;58 RUE DE PARIS 95380 LOUVRES;FROIDE;27;27.0
91834;332966373;ROSINA;PRIVE;PRIV_RESTAURANT;1;1;GOUSSAINVILLE;95;101 BD PAUL VAILLANT COUTURIER 95190 GOUSSAINVILLE;FROIDE;27;27.0
91835;333106532;ARLETTE ALAIN (LEROY);PRIVE;PRIV_BUREAU;1;1;DRAVEIL;91;29 RUE ALPHONSE DAUDET 91210 DRAVEIL;FROIDE;27;27.0
91836;334294501;XAVIER CHENOT;PRIVE;PRIV_LOISIRS;1;1;CORBEIL-ESSONNES;91;32 B RUE FERNAND LAGUIDE 91100 CORBEIL-ESSONNES;FROIDE;27;27.0
91837;337535454;BIETRIX IMMOBILIER;PRIVE;IMMO_AGENCE;1;1;L'ISLE-ADAM;95;12 RUE SAINT LAZARE 95290 L'ISLE-ADAM;FROIDE;27;27.0
91838;338008881;SOGIMCO 77;PRIVE;IMMO_AGENCE;1;1;LAGNY-SUR-MARNE;77;114 RUE SAINT-DENIS 77400 LAGNY-SUR-MARNE;FROIDE;27;27.0
91839;341420941;EDITH SETTBON (AMAR) (SETTBON EDITH);PRIVE;PRIV_BUREAU;1;1;VIGNEUX-SUR-SEINE;91;31 RUE DE LA PRAIRIE 91270 VIGNEUX-SUR-SEINE;FROIDE;27;27.0
91840;343533279;CABINET RIVIERE - GROUPE R&B IMMOBILIER;PRIVE;IMMO_AGENCE;1;1;LES CLAYES-SOUS-BOIS;78;AVENUE MAURICE JOUET 78340 LES CLAYES-SOUS-BOIS;FROIDE;27;27.0
91841;344893375;SARL ASR BJB;PRIVE;IMMO_AGENCE;1;1;MAGNY-LES-HAMEAUX;78;47 ROUTE DE VERSAILLES 78114 MAGNY-LES-HAMEAUX;FROIDE;27;27.0
91842;348105776;MANUEL AFONSO;PRIVE;PRIV_RESTAURANT;1;1;GOUSSAINVILLE;95;9 BD PAUL VAILLANT COUTURIER 95190 GOUSSAINVILLE;FROIDE;27;27.0
91843;351267083;PONTAULT DISTRIBUTION ALIMENTAIRE;PRIVE;PRIV_COMMERCE;1;1;PONTAULT-COMBAULT;77;CHAMPION-R PRES ST MARTIN AVENUE DE LA REPUBLIQUE 77340 PONTAULT-COMBAULT;FROIDE;27;27.0
91844;378288203;ACACIO DE OLIVEIRA;PRIVE;PRIV_BUREAU;1;1;VILLEPARISIS;77;33 AVENUE DE BRETAGNE 77270 VILLEPARISIS;FROIDE;27;27.0
91845;379178130;C P IMMOBILIER;PRIVE;IMMO_AGENCE;1;1;GOURNAY SUR MARNE;93;4 PL ROOSEVELT 93460 GOURNAY SUR MARNE;FROIDE;27;27.0
91846;379246481;IL CAPPUCCINO;PRIVE;PRIV_RESTAURANT;1;1;SERVON;77;25 RUE DE LA CROIX BLANCHE 77170 SERVON;FROIDE;27;27.0
91847;379478084;SLIMANE YAHOUI;PRIVE;PRIV_BUREAU;1;1;GOUSSAINVILLE;95;54 BOULEVARD ROGER SALENGRO 95190 GOUSSAINVILLE;FROIDE;27;27.0
91848;379549983;AVENIR IMMOBILIER (AI);PRIVE;IMMO_AGENCE;1;1;POISSY;78;RN 13 10 RTE DE QUARANTE SOUS 78300 POISSY;FROIDE;27;27.0
91849;379723711;VICTORIA;PRIVE;IMMO_AGENCE;1;1;MONTIGNY-LE-BRETONNEUX;78;111 AVENUE JOSEPH KESSEL 78180 MONTIGNY-LE-BRETONNEUX;FROIDE;27;27.0
91850;380994087;TEXTEL;PRIVE;PRIV_BUREAU;1;1;GUYANCOURT;78;13 RUE DE LINLITHGOW 78280 GUYANCOURT;FROIDE;27;27.0
91851;381128354;GESTION TRANSACTIONS SYNDIC (GTS);PRIVE;IMMO_AGENCE;1;1;GOURNAY-SUR-MARNE;93;17 AVENUE DU MARECHAL JOFFRE 93460 GOURNAY-SUR-MARNE;FROIDE;27;27.0
91852;381714419;ISABELLE THOMAS (LERUSTE);PRIVE;PRIV_BUREAU;1;1;VILLENNES-SUR-SEINE;78;509 CHEMIN DES GROUX 78670 VILLENNES-SUR-SEINE;FROIDE;27;27.0
91853;383157575;M.B. IMMOBILIER;PRIVE;IMMO_AGENCE;1;1;MORSANG-SUR-ORGE;91;51 ROUTE DU BOIS POMMIER 91390 MORSANG-SUR-ORGE;FROIDE;27;27.0
91854;383921012;SUZANNE JAOUEN (GRIZEL) (ESPERLUETTE SERVICES);PRIVE;PRIV_BUREAU;1;1;LES CLAYES-SOUS-BOIS;78;2 AVENUE DE VERSAILLES 78340 LES CLAYES-SOUS-BOIS;FROIDE;27;27.0
91855;384433918;PAGNY ASSOCIES SCDP;PRIVE;PRIV_BUREAU;1;1;BROU-SUR-CHANTEREINE;77;43 AVENUE JEAN JAURES 77177 BROU-SUR-CHANTEREINE;FROIDE;27;27.0
91856;384939401;MARIE-FRANCE CLERE;PRIVE;PRIV_BUREAU;1;1;SAINT-NOM-LA-BRETECHE;78;1 RUE JEAN CLAUDE RICHARD 78860 SAINT-NOM-LA-BRETECHE;FROIDE;27;27.0
91857;387627318;NATHALIE VACTH (CHIAPELLA);PRIVE;PRIV_BUREAU;1;1;SUCY-EN-BRIE;94;4 ALLEE DES DOUVES 94370 SUCY-EN-BRIE;FROIDE;27;27.0
91858;387893233;TOPASZ;PRIVE;IMMO_AGENCE;1;1;VIARMES;95;33 RUE DE PARIS 95270 VIARMES;FROIDE;27;27.0
91859;388617474;MARIE ASSEL (GEMY);PRIVE;PRIV_LOISIRS;1;1;LES MESNULS;78;33 RUE NEUVE 78490 LES MESNULS;FROIDE;27;27.0
91860;389161555;PIZZA BIAGIO;PRIVE;PRIV_RESTAURANT;1;1;VIRY-CHATILLON;91;38 BOULEVARD GABRIEL PERI 91170 VIRY-CHATILLON;FROIDE;27;27.0
91861;389547845;LE PRINTEMPS DE SEPTEMBRE;PRIVE;PRIV_LOISIRS;1;1;PIBRAC;31;4 BOULEVARD DES ECOLES 31820 PIBRAC;FROIDE;27;27.0
91862;397508714;CHRISTELLE GODEFROY;PRIVE;PRIV_BUREAU;1;1;PIERRELAYE;95;5 PLACE DES ACACIAS 95480 PIERRELAYE;FROIDE;27;27.0
91863;397785155;ASS CENT LOISIRS VACANC ENFANC DE CARNEL (ACELVEC);PRIVE;PRIV_LOISIRS;1;1;SAINT-MARTIN-DU-TERTRE;95;MAIRIE 95270 SAINT-MARTIN-DU-TERTRE;FROIDE;27;27.0
91864;398885194;SYLVAIN MARTIN;PRIVE;IMMO_AGENCE;1;1;MAGNY-LES-HAMEAUX;78;4 CHEMIN DES MOLLERAYES 78114 MAGNY-LES-HAMEAUX;FROIDE;27;27.0
91865;399164888;CTRE ANIMATION BENNECOURT ET ENVIRON;PRIVE;PRIV_LOISIRS;1;1;BENNECOURT;78;6 B RUE DE L'EGLISE 78270 BENNECOURT;FROIDE;27;27.0
91866;400882015;SUN NGO (LY);PRIVE;PRIV_RESTAURANT;1;1;CHELLES;77;1 AVENUE FRANCOIS MITTERRAND 77500 CHELLES;FROIDE;27;27.0
91867;400963989;CATHERINE BOURBONNEUX (L'AMICLIC);PRIVE;PRIV_BUREAU;1;1;CERGY;95;5 ALLEE DE LA SEBILLE 95800 CERGY;FROIDE;27;27.0
91868;402209209;L'IMMOBILIERE DU MOULIN DE L'ESSONNE;PRIVE;IMMO_AGENCE;1;1;SAINTE-GENEVIEVE-DES-BOIS;91;212 ROUTE DE CORBEIL 91700 SAINTE-GENEVIEVE-DES-BOIS;FROIDE;27;27.0
91869;404961237;ASSOCIATION DE CHAMIGNY FAMILLES RURALES;PRIVE;PRIV_LOISIRS;1;1;CHAMIGNY;77;MAIRIE 77260 CHAMIGNY;FROIDE;27;27.0
91870;405036997;DENISE LHOMME;PRIVE;PRIV_BUREAU;1;1;PLAISIR;78;11 RUE DES EBISOIRES 78370 PLAISIR;FROIDE;27;27.0
91871;408248466;EUROSERVICES;PRIVE;PRIV_BUREAU;1;1;SAINTE-GENEVIEVE-DES-BOIS;91;140 ROUTE DE LONGPONT 91700 SAINTE-GENEVIEVE-DES-BOIS;FROIDE;27;27.0
91872;408255271;EST IMMOBILIER;PRIVE;IMMO_AGENCE;1;1;OZOIR-LA-FERRIERE;77;46 AVENUE DU GENERAL DE GAULLE 77330 OZOIR-LA-FERRIERE;FROIDE;27;27.0
91873;409587565;MARIE-FRANCE DECROIX (LECCIA) (LECCIA MARIE FRANCE);PRIVE;PRIV_BUREAU;1;1;CERGY;95;20 RUE DES TROIS CEDRES 95000 CERGY;FROIDE;27;27.0
91874;410495790;SYLVIA BANNEEL;PRIVE;PRIV_BUREAU;1;1;PRESLES;95;146 RUE PIERRE BROSSOLETTE 95590 PRESLES;FROIDE;27;27.0
91875;410909188;AGENCE FOR EVER (FOREVER IMMO L IMMOBILIER NOUVELLE GENERATION);PRIVE;IMMO_AGENCE;1;1;BELLOY-EN-FRANCE;95;25 LE PARC AUX FERMETTES 95270 BELLOY-EN-FRANCE;FROIDE;27;27.0
91876;411458557;FORZAL;PRIVE;PRIV_RESTAURANT;1;1;VIRY-CHATILLON;91;37 BOULEVARD GABRIEL PERI 91170 VIRY-CHATILLON;FROIDE;27;27.0
